Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Рукавицы утепленные%по поясам%Зимой дополнительно:%1%6%6%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Перчатки утепленные%по поясам%Зимой дополнительно:%1%6%6%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Перчатки утепленные с защитным покрытием, нефтеморозостойкие%по поясам%Зимой дополнительно:%1%6%6%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Сапоги юфтевые утепленные на нефтеморозостойкой подошве %по поясам%Зимой дополнительно:%1%12%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Валенки (сапоги валяные) с резиновым низом%по поясам%Зимой дополнительно:%1%12%12%
%%%%%%%%0%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Костюм «Механик-Л»%1%%1%12%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Костюм «Механизатор-Л»%1%%1%12%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Ботинки юфтевые на полиуретановой подошве%1 пара%%1%12%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Сапоги юфтевые на  полиуретановой подошве%1 пара%%1%12%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Плащ  для защиты от воды%1 на 3 года%%1%36%36%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Головной убор сигнальный%1%%1%12%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Перчатки комбинированные%12 пар%%12%1%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Перчатки с полимерным покрытием%12 пар%%12%1%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Перчатки резиновые%до износа%%1%0%0%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Перчатки из полимерных материалов%до износа%%1%0%0%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Очки защитные открытые%до износа%%1%0%0%
Хозяйство  пути и сооружений%РАБОЧИЕ%Водитель дрезины; моторист (машинист); машинист мотовоза%Щиток защитный лицевой%до износа%%1%0%0%
